Seller,Total Spent,Total Product Sold,Total Customer,Average Review,Delivered Percentage,Origin State,Popular State,Total Spent by Popular State
34d1ca11b242c0fee2c834ae8d788566,12081.26,35,33,4.285714285714286,1.0,MG,RJ,2131.13
34f563c82a85b99ae9e6d60db5fc2e28,4027.7000000000003,8,8,4.625,1.0,RS,CE,1768.4
3504c0cb71d7fa48d967e0e4c94d59d9,1911.6000000000001,32,32,4.5,1.0,SP,SP,771.33
35281d148dcf7134bae913c57db4e6da,137.02,1,1,5.0,1.0,SP,RJ,137.02
353e21e8bf8de2722b4fae1636664b76,334.76,3,3,3.0,1.0,RS,SC,180.49
35857757f553273b1056c1cabdace7fb,431.52,5,4,3.2,1.0,SP,PR,136.3
3586b8580d9c917874e053a1bb37b5ff,2614.54,36,31,4.388888888888889,1.0,SP,MG,505.31
35b96509602ec4b7da831b5cd73ff2c2,606.45,2,2,4.5,1.0,RS,MG,322.8
35ef5aa32949680f627efec3c23e705c,872.13,5,4,3.2,1.0,SC,MA,459.8
35fb511489d9ee3ee27a76debce9df06,586.79,7,7,3.5714285714285716,1.0,PR,MT,259.06
3606774ec64634822d78dc2db6d37045,345.20000000000005,2,2,3.0,0.5,SP,SP,196.27
365e445f796710c3431557e85caa25db,1523.73,5,4,4.4,1.0,SP,SC,658.86
365e4bce19bda0082c3d15d83fdb8bcd,717.78,5,4,4.8,1.0,SP,SP,367.98
36890be00bbfc1cdb9a4a38a6af05a69,1254.04,11,9,4.363636363636363,1.0,SP,BA,324.04
36a968b544695394e4e9d7572688598f,7567.77,115,101,3.6956521739130435,0.9826086956521739,SP,RJ,1544.96
36f98ad67cc981f50ce8aed093d5783c,89.08,1,1,3.0,1.0,PR,SP,89.08
37303482a42fb700d8d127e70a9cd6c8,171.38,2,2,3.0,0.5,SP,RJ,104.37
373ee4a3a775a733770ca3f790b8b9ac,3505.92,23,12,4.304347826086956,1.0,RJ,RJ,2791.73
37515688008a7a40ac93e3b2e4ab203f,7257.29,160,150,4.09375,0.99375,SP,SP,2033.6100000000001
376a891762bbdecbc02b4b6adec3fdda,6351.57,50,47,4.66,1.0,GO,MG,1167.25
376d67b61dce0c990155286e7ae486a4,111.91,1,1,4.0,1.0,SP,ES,111.91
3771c85bac139d2344864ede5d9341e3,1245.43,20,18,3.65,1.0,SP,RJ,395.53
377bc18334c78dd2f1535ef22a3ad225,224.44,1,1,5.0,1.0,PR,GO,224.44
3785b653b1b82de85ab47dd139938091,2556.2,26,14,4.769230769230769,1.0,PR,MG,1251.36
37be5a7c751166fbc5f8ccba4119e043,55076.04,246,218,4.2439024390243905,0.9878048780487805,SP,SP,12675.46
37ceb404da208418c9032f0674e57804,822.33,3,1,1.0,0.0,SP,RJ,822.33
37dd29b36c458d82f74a953c40c43645,6222.77,8,7,4.0,1.0,SP,BA,2412.68
38102b031c2a15e54623d711bfc753d3,828.57,6,5,3.3333333333333335,0.8333333333333334,CE,MG,389.46000000000004
381c83fdca332ea6afd896da20bf6e4a,7273.52,40,38,4.225,1.0,PR,SP,2232.96
382229d1e840115ffe3dbf5ff460e417,3952.81,38,35,4.2368421052631575,1.0,RJ,RJ,1183.27
385799a1cddbd26dfeb9157356a42282,1246.16,11,4,4.454545454545454,1.0,SP,SP,1032.4
38874e327ce94d11390b96eb42d61928,3404.89,5,5,3.8,1.0,SP,MG,936.4
389e45560e33d2d0747f949dcddbc08e,47.43,1,1,5.0,1.0,SP,SP,47.43
38af8acfd46ac4a7bf754e8ca6736664,187.6,2,2,5.0,1.0,SP,GO,114.44
38e679b9e0064cd94c6f035707344dae,3160.2,22,20,4.2727272727272725,1.0,PR,RJ,897.0699999999999
38e6dada03429a47197d5d584d793b41,1098.86,7,4,5.0,1.0,SP,RJ,994.87
38f276ca6e7cc95a6d1bb55ac9e5550f,36.84,1,1,5.0,1.0,SP,SP,36.84
3903c788ded8dc03b5ebab37a2f3e9a1,67.49,1,1,5.0,1.0,SP,MT,67.49
391bbd13b6452244774beff1824006ed,163.2,2,2,1.0,0.5,SP,GO,81.6
391fc6631aebcf3004804e51b40bcf1e,55324.76,466,371,3.9184549356223175,0.9892703862660944,SP,SP,14778.76
392353362d22cc2c236e1ee81ff19890,756.1700000000001,6,3,4.333333333333333,1.0,SC,RS,525.1500000000001
392e0502231ae2f8b29994ef6398cd77,1963.93,17,17,4.176470588235294,0.8823529411764706,SP,SP,632.87
392f7f2c797e4dc077e4311bde2ab8ce,88.56,2,2,5.0,1.0,RN,MG,44.28
3935fe5fe0f82787a9dcb8deb62be09d,1649.1999999999998,11,10,3.4545454545454546,1.0,SP,MG,671.97
3968920b9aa752ab98f7d5888c9252f2,329.8,5,5,4.0,1.0,SP,RS,85.74
3969863bb8af7f72580b3b1ffd3a17b3,683.0,7,7,3.857142857142857,1.0,SP,MG,251.11
397c4d0c005b6f41f90098ac724e28cb,6781.26,4,4,4.25,1.0,SP,MG,1978.18
3985a3c45be355a4c57fde108bfabd1c,362.69,8,6,3.875,1.0,RS,SP,71.72
398cb257329ef7af7f1943a8974a3cbc,161.37,1,1,5.0,1.0,BA,BA,161.37
39a5005f2605cbdb4f9ac14485cabfd1,2578.36,8,3,5.0,1.0,SP,SC,2361.65
39c763cca83e654764b7a4a650fb9b7c,984.21,11,10,3.8181818181818183,1.0,GO,SP,416.79
39d54ff918774174706fb065d7f9dc07,2094.7,22,19,4.0,0.9545454545454546,SP,PA,647.78
39d61be7a92eb77b7da367bd4845bc0e,905.76,7,4,3.5714285714285716,1.0,SP,RS,547.3199999999999
39f776d2974049026ff531fc42ef2a3e,1409.73,4,3,4.0,1.0,GO,MG,939.0899999999999
3a1a1fec38dd360f15fc912e821e169d,1669.51,14,11,3.7857142857142856,1.0,SP,SP,656.76
3a3c180dd702a725bd0ba4117689239e,77.38,1,1,4.0,1.0,PR,RS,77.38
3a3e46d10f74d8a6ca76e2b538f106a0,1344.66,6,3,4.166666666666667,0.8333333333333334,SP,SP,1289.65
3a4127e1ba7208ea37044c5092aae170,1528.69,4,4,4.0,1.0,SP,PA,411.67
3a490ba60afa30ece0e7d50cfe74a4f0,1489.08,7,7,4.571428571428571,1.0,MG,PE,441.51
3a52d63a8f9daf5a28f3626d7eb9bd28,52.78,1,1,1.0,1.0,SP,SC,52.78
3a734b715d333a2588a3d54a0c9b8746,4662.62,20,14,4.1,0.85,SP,MG,2116.53
3a79f35a2344ede41af21267f61d5ec6,291.49,1,1,1.0,1.0,SP,GO,291.49
3ab971ce71839580d2ae5b4e40fe8044,3545.16,25,20,4.0,1.0,SP,SP,1661.79
3ade81dab5a172b88e1871c28ae05260,4084.38,17,17,3.5294117647058822,0.8823529411764706,SP,RJ,1501.26
3afc536624bc2e65bddfb5db33cc01f3,349.13,5,5,3.2,1.0,MG,MG,131.44
3b15288545f8928d3e65a8f949a28291,21369.52,105,77,3.723809523809524,0.9904761904761905,SP,SP,5351.97
3b18f9856c6eb2413eafedb58e9eecd9,335.09,1,1,5.0,1.0,SP,MG,335.09
3b872fd4747f01cc56206f2934198618,3667.06,23,20,3.869565217391304,1.0,SP,SP,1182.41
3bb32fedaa74e4ad20f4ce067733bd31,246.9,3,2,4.666666666666667,1.0,SC,RS,168.68
3bb548e3cb7f70f28e3f11ee9dce0e59,12160.15,44,37,3.9318181818181817,1.0,PR,RJ,4293.61
3bdff180c7e1f6551a643b99c265a120,3588.29,45,39,3.977777777777778,0.9555555555555556,SP,RJ,1185.49
3be5841cdcc46de4ed3f9116f104b2c5,687.95,4,4,4.75,1.0,SP,RS,179.83
3be634553519fb6536a03e1358e9fdc7,6789.42,67,54,3.7761194029850746,0.9701492537313433,SP,RJ,2319.12
3bfad056cf05c00dabe2f895925d83b1,1266.75,5,1,1.0,0.0,SP,SP,1266.75
3bfba5a77604f6dfae7e6dd7aaf65821,1937.29,2,2,5.0,1.0,PR,RO,1391.39
3c010235b7345c92f125d14ee232a76b,3787.13,14,14,4.642857142857143,1.0,PR,SP,1392.77
3c03b12bab54d8b37d79d914bfdb1aa0,5206.43,32,26,4.15625,1.0,RJ,RS,1157.04
3c3017960b2dbd72711a61f0400aab8f,1120.09,9,9,4.333333333333333,0.8888888888888888,SC,MG,341.43
3c487ae8f8d7542beff5788e2e0aea83,11490.35,29,22,3.8620689655172415,1.0,DF,SP,4275.13
3c4e0452bff7a2a788179488d3d77032,3048.4700000000003,22,21,3.8181818181818183,1.0,PR,MG,661.89
3c7c4a49ec3c6550809089c6a2ca9370,4567.92,88,74,3.6136363636363638,0.9772727272727273,SP,RJ,1037.73
3c88ed2e76a2247933a15daa7161eb1c,306.2,1,1,5.0,1.0,SP,ES,306.2
3ca08eeb8d5595949fed424bd3677742,1705.65,12,11,4.333333333333333,0.9166666666666666,PR,SP,620.17
3cfa1358a6caa965278721344c8d76f2,2107.5,4,4,5.0,1.0,SP,SP,2031.1999999999998
3d01d1c414c44b5943a09619ff3853cb,569.01,5,5,3.8,0.8,SP,MG,283.37
3d0cd21d41671c46f82cd11176bf7277,671.0699999999999,9,7,4.666666666666667,1.0,SC,PR,482.08
3d2400ac620cffa23ac81bd192f7f555,113.9,1,1,5.0,1.0,SP,SP,113.9
3d2531eccfbde1d7c8db7a3a12fb267a,1459.0099999999998,6,6,4.166666666666667,1.0,MG,SP,605.68
3d290fe363c60a77498c1126fd3fb8d3,203.09,2,2,5.0,1.0,SP,PR,175.32
3d39fbf22a665714baf62fae36029e23,1117.18,5,5,4.8,1.0,SP,RS,324.29
3d3ccf2b2f8134b10dce9dd446f0e075,750.53,3,3,3.3333333333333335,1.0,SP,MG,501.92
3d4824f20035949c710eaf111f869d39,1192.99,8,7,4.375,0.875,SP,DF,704.84
3d49bfdd1b43a7fe169b3740067acc61,276.82,3,3,4.666666666666667,1.0,MG,RJ,199.5
3d4b1ae7539303b5704493798893e82c,1829.25,8,5,4.625,1.0,SP,MG,1452.81
3d5d0dc7073a299e31fa718ce1bc00b6,969.2,20,19,4.25,0.95,RJ,RJ,381.0
3d621842b2ed28e2b474132480edac3c,592.62,7,7,4.0,0.8571428571428571,SP,RJ,435.58
3d62f86afa7c73be2628a3be1423f5a0,54.42,2,2,4.0,1.0,SP,PA,31.63
3d68c634a99a1ba46dbca3967a69c623,857.7,2,2,5.0,1.0,SC,MS,435.23
3d700782d7818f2c1e0d7a9e9d75fc00,235.11,3,3,3.6666666666666665,1.0,SP,PE,96.78
3d871de0142ce09b7081e2b9d1733cb1,102777.43,939,836,4.093716719914803,0.9850905218317358,SP,SP,24703.97
3d8fa2f5b647373c8620330c4e077a9f,3744.79,37,33,4.027027027027027,0.972972972972973,SP,SP,989.75
3da38366e7bd9baf6369071f782ecdf0,86.43,1,1,1.0,1.0,CE,PA,86.43
3db66a856d18a9cba7c9241fc5221c50,9844.62,82,77,4.2317073170731705,1.0,MG,MG,2285.27
3dbbce181edfaa4a597ec858c382d2ec,1404.25,15,13,4.466666666666667,1.0,PR,PB,587.52
3dc69bf2c42f0568a5c4791ec3fd3745,334.43,2,2,4.0,0.5,SP,MT,167.62
3ded4e2d5f135cb103e5949d7263d2dd,62.38,1,1,5.0,1.0,MG,MG,62.38
3df020b72d3d44b3af9d110fa3940b65,14959.25,84,40,3.892857142857143,1.0,SP,SP,5846.389999999999
3dfd3dc96f7f8598eca74e9ac8a2fa31,213.95000000000002,4,3,4.0,1.0,SP,RS,85.37
3e35a8bb43569389d3cebef0ce820f69,169.36,2,1,5.0,1.0,SP,SP,169.36
3e8bd881d92466e63ba9e3e809cd3c50,2444.6,8,7,4.125,0.875,RJ,MS,1032.96
3ea00e1dea2b0659dbaf654735929220,649.97,7,7,4.857142857142857,1.0,PR,MG,280.92
3ea08c48e851106d2f584349daba335f,192.94,1,1,4.0,1.0,MG,MG,192.94
3ef37b7ca6dd2b80bd8af81a62504996,740.97,2,2,4.5,1.0,SP,ES,372.27
3f0e48d209018b466fcd3bb4ccfeb520,4526.13,6,5,3.1666666666666665,1.0,PR,MG,2649.8999999999996
3f2af2670e104d1bcb54022274daeac5,1460.2,6,5,4.0,1.0,PR,DF,615.0
3f3486b61f45078d4f31ee5e43d8c5bb,3133.99,32,28,4.28125,0.96875,SP,MG,897.95
3f8034bfc6b8b4135534975d49f04c63,2211.63,15,11,3.0,0.8666666666666667,PR,RJ,1175.85
3f8247d0f772ffa58560e5c682521ad5,158.45,1,1,3.0,0.0,SC,RJ,158.45
3f84fefc07dc159b268d4a77d3e8c425,179.84,2,2,5.0,1.0,PR,RJ,121.56
3f995f07c49d0d55a99d5c54957f7d81,4170.6,39,38,4.153846153846154,1.0,SP,SP,848.0
3f9be91358837bff69df67edfa3e42e8,615.09,6,6,4.333333333333333,1.0,PR,SP,324.78999999999996
3f9c56764fabca627406093dcb3ef0b4,571.1099999999999,4,4,5.0,1.0,RJ,RJ,571.1099999999999
3fac58ce0ad699020c7944d53c41329c,2380.02,9,6,4.555555555555555,1.0,SP,SP,2052.73
3fadb4cba4c35bce6a7eaf9872d5623a,502.18,5,3,3.2,1.0,RS,RS,270.38
3faf68a3b0af94b10bac70d86077be49,1033.93,5,5,4.6,1.0,SP,SP,408.16
3fd1e727ba94cfe122d165e176ce7967,3306.23,34,31,3.676470588235294,0.9117647058823529,SP,SP,1502.75
3fe7120d6257285ac6a3ce7cb071ccec,228.26,2,2,3.5,1.0,MG,SP,115.44
3febca52652e7209509ccfe61cbde40e,50.45,1,1,3.0,0.0,SP,SP,50.45
3fefda3299e6dfaea3466ef346a3571a,225.21,1,1,4.0,1.0,PR,SP,225.21
402916f742e5c740cc751493d9cf5053,1716.03,10,9,4.7,1.0,MG,RJ,712.84
403aa86912527d730337ffcb0fb096ab,7961.0599999999995,9,9,3.888888888888889,1.0,MG,DF,3736.22
4049512728d969bec69f84088b012416,803.89,9,7,5.0,1.0,MG,CE,348.68
404e1ba01358af4cd63f679b2c4d1fa1,730.5699999999999,10,6,5.0,1.0,MG,RJ,329.07
40536e7ca18e1bce252828e5876466cc,2407.5,4,2,1.0,0.0,SP,GO,2166.75
406740ee611378a662d274c7d8c43c4a,2331.17,10,6,4.1,1.0,ES,SP,1424.36
406822777a0b9eb5c50e442dd4cd3ec5,3745.72,40,34,4.375,0.975,SP,SP,1082.1
4091f77d8c768fc3e81c20761471761d,1225.59,7,7,2.5714285714285716,1.0,SP,SC,285.34
40d54b51e962dbe09cabbcfd33298dee,2905.83,14,13,4.642857142857143,1.0,SP,SP,841.22
40db9e9aa57f7bb151bcda6b0f9bdbb7,15766.199999999999,10,8,2.5,1.0,PE,BA,2304.68
40ec8ab6cdafbcc4f544da38c67da39a,157.0,2,2,5.0,1.0,PR,RS,157.0
411f3b52d857390502ee4e4d5ceabc2d,1352.74,13,11,3.923076923076923,1.0,SP,SP,516.0
4125d9385a25e82d2f72d3a0fd55bc3f,61.3,1,1,5.0,1.0,SP,MG,61.3
412a4720f3e9431b4afa1476a1acddbe,2350.93,13,12,4.461538461538462,1.0,SP,RR,915.64
4170f6a9367e6b5d6401d03ce6d54569,902.91,4,3,4.0,1.0,DF,SP,625.64
417a1e6c7321084d2a0ae0d023cfad93,61.38,1,1,5.0,1.0,RS,RS,61.38
41ab63a91b8b264e8c8780368bf1dd5b,2849.31,9,8,4.444444444444445,1.0,MG,RS,1501.35
41b14765bd56c8ad10971074380f9c0c,676.62,7,5,3.7142857142857144,1.0,SP,SP,574.0
41b39e28db005d9731d9d485a83b4c38,22215.76,169,128,3.9467455621301775,0.9763313609467456,SP,SP,4785.8
41b86b552e54e3a7009596125aa8b167,2064.1,10,9,4.3,1.0,SP,RO,747.1
41c2bad7229b0c25e6becf179ebf63ff,1225.5400000000002,23,20,4.956521739130435,1.0,RN,RN,1225.5400000000002
41c9d3997dd3c072c31139dc5bb5761f,783.04,2,2,4.5,1.0,MG,AC,448.3
41da412d33e8da4f22baf55cb1bde82c,2000.46,19,12,4.684210526315789,1.0,ES,SP,1317.5300000000002
41e0fa5761c886a630994a55c12087e7,211.14,2,2,5.0,1.0,SP,RJ,211.14
4200ddf1967c5e41e48db62bc6d4b5ac,2334.4,22,10,4.181818181818182,1.0,SP,SP,1797.3999999999999
4221a7df464f1fe2955934e30ff3a5a1,865.6,4,4,4.75,1.0,BA,SC,446.88
422be4cc81a457fdb46f47edeb968ae5,317.37,1,1,5.0,1.0,SP,MG,317.37
427165bf50f8ca07efc7bdc2bfcf1688,974.29,3,3,2.3333333333333335,1.0,SP,BA,466.01
42b6488f5b8246d9141712abd4b1b693,289.8,2,2,4.0,1.0,PR,MG,218.27
42b729f859728f5079499127a9c2ef37,4055.21,58,47,4.482758620689655,0.9827586206896551,SP,SP,2395.4
42bde9fef835393bb8a8849cb6b7f245,8725.44,31,25,4.225806451612903,1.0,DF,DF,1781.19
42d4b7e70819438f5ada61c965e92d7e,302.34000000000003,3,1,1.0,1.0,GO,MG,302.34000000000003
42ef3192a9ff87a22d1867b74b3ee205,792.28,12,12,4.5,1.0,SP,SP,283.24
42fa4ee7240e9b8eb4576358ec142ba7,4127.73,20,20,4.8,1.0,RS,RS,1231.46
42fb44130ac3134cde8e35cf8ec7df25,69.28,2,2,3.0,0.5,SP,RJ,39.42
430315b7bb4b6e4b3c978f9dfa9b0558,3394.96,17,15,3.823529411764706,1.0,SP,MT,771.49
4305fe92735c8a43d154ff6dd2b8d927,2992.94,17,16,4.235294117647059,0.9411764705882353,MG,BA,734.38
431050a06a317f2b38168dec3dcd2b46,1278.1,8,8,4.75,0.875,SP,SC,417.99
431af27f296bc6519d890aa5a05fdb11,11791.08,87,82,3.7471264367816093,0.9885057471264368,SP,SP,2170.15
4324dd16853115efb0fd9d0d131ba6f4,1824.71,13,8,4.769230769230769,1.0,SP,BA,586.81
432c37c9dfba871172ec162e20118b8c,5013.12,53,41,4.226415094339623,0.9811320754716981,DF,MG,1280.63
432c67955c0acd1fd6b0b5d678766a71,1288.4099999999999,3,3,2.3333333333333335,0.3333333333333333,SP,RJ,1109.06
43402bdf22aa2310e8f99e2f94f78628,707.12,3,2,3.0,1.0,SP,RJ,707.12
4342d4b2ba6b161468c63a7e7cfce593,2590.45,16,16,1.0625,0.125,RJ,RJ,974.11
436bf27f2f18474fc6047702e9f8a866,44.42,1,1,5.0,1.0,SP,RJ,44.42
4371b634e0efc0e22b09b52907d9d469,10178.73,71,64,4.225352112676056,1.0,SP,SP,2140.27
43753b27d77860f1654aa72e251a7878,66.28,1,1,5.0,1.0,BA,RS,66.28
4391ea5c5990502176a1dcda44a2373d,1820.8200000000002,3,2,4.666666666666667,1.0,RS,SP,1708.44
439a47cc365d6e3bd526812ea9de3c29,3036.26,10,5,3.8,1.0,SP,PR,2232.88
43f8c9950d11ecd03a0304a49e010da6,4079.71,36,34,4.638888888888889,1.0,SP,SP,771.97
44073f8b7e41514de3b7815dd0237f4f,19591.47,124,113,3.782258064516129,0.9838709677419355,DF,RJ,4900.14
440dd6ab244315c632130ecfb63827b1,13350.06,79,75,3.848101265822785,1.0,SP,SP,2411.0499999999997
443d880f15cbd3572885e1d44bf2c478,250.0,2,1,2.0,1.0,SP,RJ,250.0
4450bd8327d471c4a11a83d1445b1b62,214.56,1,1,5.0,1.0,SP,RJ,214.56
446cc09cdbb130904da114e807dbec40,29.69,1,1,5.0,1.0,SP,SP,29.69
44717f64ec2a457979cf83c429077666,243.37,3,2,5.0,1.0,RS,SP,144.92
447d377bdb757058acb569025ee18a93,83.01,1,1,5.0,1.0,RS,RJ,83.01
44ed138eca6214d572ce1d813fb0049b,298.53999999999996,3,2,4.666666666666667,1.0,RS,PR,225.48
44f091b5abab8018f682fce8124b85e5,1787.71,6,6,2.5,0.5,SP,SP,1531.75
45213867cefbf2cd4c6177e10216a951,5113.08,13,13,4.076923076923077,1.0,SP,SP,1433.8
4559697a8f7e637227c2eeaed843baff,3995.7999999999997,37,32,4.027027027027027,0.918918918918919,SP,RJ,1503.29
455befea1bb853c75ccbca94cff26e5c,42.05,1,1,3.0,1.0,RJ,GO,42.05
455c5640e8c5bd1b2ee85c0158f85727,6413.860000000001,7,7,4.428571428571429,1.0,SC,MG,2707.07
455f46ef09a9e45667e2981df84b5cc2,90.98,2,2,2.5,0.5,SP,PR,48.21
457fe919b032a3f7dadba6fb92cf7855,1454.99,8,6,4.875,1.0,SP,ES,707.52
458c6fa920810ce2492da71bc26d9eec,862.37,2,2,2.5,1.0,SP,CE,437.26
458d868c9642f55f18f04e951a3fdde6,2822.75,2,2,5.0,1.0,RS,RJ,2822.75
45a3d05fb00435e52a28859dd03703b3,1323.79,1,1,5.0,1.0,SP,RS,1323.79
45ba18c210d42734ec52c0c1c574e9ee,4222.69,33,26,4.03030303030303,1.0,SP,SP,1327.42
45c20d94d9171b0bcfab3c955e47d67b,210.57,4,4,4.5,1.0,SP,SE,118.1
45d33f715e24d15a6ccf5c17b3a23e3c,6532.39,47,44,4.1063829787234045,0.9574468085106383,SP,SP,1997.9099999999999
461ff5303b6c9c1a4a07f40c5aece516,158.48000000000002,2,2,3.0,1.0,PR,SP,103.42
466222e777149751370e7e98fb623b0c,105.45,1,1,5.0,1.0,RJ,GO,105.45
4677a5437afda5fa7140b927b07be1cc,3421.2799999999997,9,9,4.333333333333333,1.0,PR,DF,1839.05
46dc3b2cc0980fb8ec44634e21d2718e,123397.3,468,434,4.2243589743589745,0.9700854700854701,RJ,RJ,38853.93
46ef1a25845fc051c2998d878354810c,266.85,3,3,4.333333333333333,1.0,MG,MG,180.62
4736e9d642ef4257cd7622516931eb51,560.16,11,5,4.2727272727272725,1.0,SP,SP,308.01
47648caee88ccfe951fbb27fbf7b4cbe,1632.99,3,3,3.6666666666666665,1.0,SP,MG,598.93
478bfe564db21eeb44386606aa30b650,193.8,2,2,4.5,1.0,MG,PR,106.97
47efca563408aae19bb7206c2d969ea9,3184.5,12,12,4.083333333333333,0.9166666666666666,PI,PR,553.46
47f55702f598c7c6cc8458b0fbc1c49a,94.77,1,1,5.0,1.0,MG,BA,94.77
48162d548f5b1b11b9d29d1e01f75a61,32262.55,84,59,3.7857142857142856,0.9880952380952381,SP,RS,8094.77
4830e40640734fc1c52cd21127c341d4,11215.26,161,151,3.9316770186335406,0.968944099378882,SP,SP,2079.88
48328ec9a579151d9cc6a86d4a59336c,1196.78,1,1,2.0,1.0,RS,GO,1196.78
483ca627d131e18f988349b1655c0acd,283.73,1,1,5.0,1.0,SP,RJ,283.73
48436dade18ac8b2bce089ec2a041202,15801.4,137,116,3.9124087591240877,0.9854014598540146,SP,RJ,3023.1400000000003
485452467ff670447e84a8370c3fc898,256.43,2,2,4.5,1.0,SC,PR,135.51
4867209cb29b56b92893d7bde3ce8012,169.15,1,1,4.0,1.0,SP,DF,169.15
4869f7a5dfa277a7dca6462dcf3b52b2,199086.62,903,855,4.069767441860465,0.9944629014396457,SP,RJ,44041.74
48985c61529077fa4f1e38bcff0f2ed3,879.72,6,6,4.5,1.0,RS,SC,292.59000000000003
48b6c3f4c6a93171da04b75313f2130f,328.06,2,2,5.0,1.0,SP,RJ,174.1
48bad451945f5227341793478d6353ea,384.49,3,3,4.0,1.0,SP,RS,166.0
48e5ee06fb2dc74df1c711a9b6dfac2a,306.9,3,1,5.0,1.0,MG,RJ,306.9
48e954b2da4f6a750c844173b347ed40,2214.41,6,2,4.166666666666667,1.0,RS,MG,2072.0
48efc9d94a9834137efd9ea76b065a38,731.36,34,18,5.0,1.0,PR,PR,576.22
48fb026ed7455a42f5d3e9390ed5088e,781.09,11,10,2.6363636363636362,0.8181818181818182,RJ,SC,171.93
49067458c68f7701fd334ce326accbe0,3659.76,35,15,3.3142857142857145,1.0,MG,RJ,1314.21
4917cee8d902e13428c3ec4b1ca6f315,5070.59,27,25,4.333333333333333,0.9629629629629629,SC,SP,1601.51
491a5ada3aa1678414e990262c4bbdc1,1438.23,1,1,1.0,0.0,SP,SP,1438.23
49383af7ab774e4e8f3000f49c83dc4b,1685.19,9,6,4.444444444444445,1.0,SP,MG,1403.9
4978a02ea9c8be7a9b5480680f40334e,1693.5099999999998,10,9,3.3,1.0,SP,SP,1356.6599999999999
499185655c29ecfdbfe776ef7cf875b5,106.33,1,1,4.0,1.0,RS,MG,106.33
4992e76a42cb3aad7a7047e0d3d7e729,4858.45,58,39,3.6551724137931036,0.9827586206896551,SP,RJ,2104.1
499ec63c58e51296c9cf57edcfe1c8a8,88.37,1,1,4.0,1.0,SP,RJ,88.37
49cdc90518a4f82676b38b3c1aa43ff6,908.3000000000001,3,3,4.333333333333333,1.0,SP,RJ,524.48
49e7217cfe4e427191c378ec626d8737,2580.48,11,10,4.2727272727272725,0.9090909090909091,MG,RJ,1536.53
49f8d2ea7b718d0ce587d34207caf2b4,150.27,1,1,5.0,1.0,SP,SP,150.27
4a1917ef994878940e1fb03eeb787ad7,1434.6799999999998,3,2,2.6666666666666665,1.0,DF,SP,1434.6799999999998
4a1f694197d05fe70026b016a7316b41,2643.7400000000002,19,10,4.368421052631579,1.0,SP,RJ,702.63
4a23adac87cf538689fa600d976f78b2,440.41,3,3,4.333333333333333,1.0,SP,SP,440.41
4a3ca9315b744ce9f8e9374361493884,227534.65,1552,1303,3.765463917525773,0.9826030927835051,SP,SP,51546.96
4a3ccda38b2129705f3fb522db62ca31,22320.0,66,55,3.5454545454545454,0.9242424242424242,SP,MG,7935.47
4a82168aaef173cbb6e46ae88728f919,612.39,4,4,4.0,1.0,PR,MG,180.91
4a82c4af97ffc0fb2dc26bfdc03b1842,172.99,2,2,5.0,1.0,MG,PE,94.22
4aba391bc3b88717ce08eb11e44937b2,7522.43,25,25,3.8,0.96,BA,RJ,2419.8
4aba6a02a788d3ec81c03137144d9a80,105.28,1,1,5.0,1.0,SC,PR,105.28
4b0fdb526525f9890eb145bf1534640e,2443.86,14,13,3.7857142857142856,1.0,SP,SP,1507.43
4b1eaadf791bdbbad8c4a35b65236d52,1464.45,5,5,1.6,0.6,SP,SP,565.73
4b39558c138930b9e5489c93b6df5fe3,1239.83,3,2,5.0,1.0,SE,PR,842.7
4b5f66b7adcf57f1ecc0d3c07dd6b177,14486.85,30,17,4.1,1.0,PR,RS,6143.52
4b90495391ac0bd181a80a459df1e718,266.11,1,1,4.0,1.0,RS,RS,266.11
4b9750c8ad28220fe6702d4ecb7c898f,13630.29,146,138,4.212328767123288,0.9931506849315068,SP,SP,3317.4300000000003
4b98b0428fc1932cc2514ef9ce2505e6,519.53,5,2,2.6,1.0,SP,GO,312.2
4ba52dfeba874da5b9ee7b17c7494f04,1474.09,10,10,4.3,1.0,SP,PR,357.62
4bc3d93e4a5f88a598d3d8ce4ae510b3,188.28,1,1,1.0,0.0,SP,PR,188.28
4bcec44888b30ba9001234c534716d3f,132.45,4,3,5.0,1.0,SP,MG,55.1
4be6b962d83299498bae2190f95d6566,854.32,12,10,4.166666666666667,1.0,SP,SP,354.71
4be9ae93c4fc0f41713d71a4194ee1b3,136.97,1,1,5.0,1.0,MG,SP,136.97
4bf2f4ee540798a61f9636d12cd9cc80,5071.38,25,24,4.12,1.0,SP,RJ,1134.77
4bf658053d453036c70976bccb2c31b2,959.96,1,1,4.0,1.0,SP,PA,959.96
4bfc7a4a1cf8d4d2121c27422d9e50b5,23473.94,29,18,4.241379310344827,1.0,SP,SP,13151.77
4c03b9dd4c11ee2cb35c96c49efc9420,5694.86,38,36,4.052631578947368,1.0,SP,SP,1408.49
4c18691b6037662be2df78a765d98ab5,4708.35,59,54,3.7796610169491527,1.0,SP,SP,1401.15
4c1c7281388a33dd06daac44f9fadbd1,269.90999999999997,5,5,4.8,1.0,SP,SP,88.25
4c2b230173bb36f9b240f2b8ac11786e,26894.77,254,182,3.5826771653543306,0.9881889763779528,SP,MG,7654.12
4c498c7345e89aebad651544829beca0,3988.32,34,33,4.352941176470588,1.0,SP,SP,1294.67
